duration_ms_pop,tempo_pop,speechiness_pop,duration_ms_unpop,tempo_unpop,speechiness_unpop
190466.0,164.93200000000002,0.353,290493,127.001,0.0531
177748.0,141.039,0.34600000000000003,106333,132.02,0.0299
204347.0,124.949,0.128,297373,87.62899999999999,0.154
248521.0,159.94899999999998,0.052000000000000005,328907,128.584,0.0494
154226.0,128.16,0.43200000000000005,223847,81.01899999999999,0.0338
152000.0,119.985,0.0941,239835,89.98,0.0438
181913.0,104.851,0.0348,246413,148.91899999999998,0.155
198903.0,104.969,0.0412,214560,129.743,0.0332
217467.0,114.066,0.0671,253296,115.008,0.0281
201072.0,109.919,0.136,206379,155.964,0.0467
238493.0,119.073,0.0972,262240,113.535,0.0239
193200.0,103.31299999999999,0.0262,224000,171.92,0.0492
196077.0,82.64200000000001,0.0972,125480,136.077,0.0465
187436.0,133.002,0.0476,133080,128.003,0.12
197947.0,105.04899999999999,0.0439,206250,79.95,0.122
206459.0,101.993,0.0438,186467,188.774,0.0873
148656.0,84.022,0.359,72080,135.42,0.0296
184858.0,144.031,0.0888,397093,152.093,0.0463
235232.0,173.36900000000003,0.541,249520,181.857,0.311
275987.0,174.028,0.134,220320,123.969,0.0655
192172.0,147.055,0.127,233910,133.005,0.0344
200186.0,115.28399999999999,0.0333,252067,171.827,0.0521
219357.0,95.23899999999999,0.124,217907,128.028,0.0892
167410.0,85.992,0.0907,217747,173.799,0.0779
214593.0,76.503,0.17,308120,141.47,0.0733
171714.0,170.067,0.47600000000000003,194507,169.00599999999997,0.0886
228480.0,148.037,0.0488,247440,119.934,0.0281
141587.0,166.111,0.32299999999999995,145600,103.98200000000001,0.18899999999999997
120137.0,149.025,0.313,222511,95.005,0.0346
201200.0,105.027,0.374,178573,166.058,0.0773
230973.0,156.042,0.0291,205600,180.065,0.32
178627.0,140.048,0.33399999999999996,221680,97.991,0.0989
213594.0,123.984,0.276,201280,93.016,0.21100000000000002
152440.0,96.005,0.305,222560,93.97399999999999,0.0502
202093.0,100.96600000000001,0.0363,201200,179.979,0.27
96333.0,115.06200000000001,0.22699999999999998,250693,129.968,0.0259
225920.0,170.13,0.24,163640,87.917,0.102
171030.0,102.99799999999999,0.0656,161067,144.996,0.049
149949.0,158.043,0.23,252440,150.174,0.0728
171533.0,95.594,0.0411,190932,124.896,0.0578
187298.0,96.37,0.0966,199013,95.77600000000001,0.0304
137134.0,140.039,0.091,215773,175.264,0.0364
239962.0,145.985,0.159,247160,103.01899999999999,0.0317
129264.0,104.025,0.26899999999999996,200400,102.98299999999999,0.0616
258800.0,91.98700000000001,0.126,226427,131.945,0.0415
235266.0,159.985,0.0461,201440,90.887,0.0648
230400.0,149.937,0.0803,181263,140.02200000000002,0.27
210133.0,142.635,0.0279,226160,159.174,0.22899999999999998
150043.0,128.047,0.0409,292267,99.965,0.0306
209547.0,167.908,0.115,214907,109.97399999999999,0.0989
244198.0,104.979,0.152,194773,131.03799999999998,0.0564
190932.0,124.896,0.0578,246880,107.969,0.0489
174255.0,99.98299999999999,0.0512,193067,101.70700000000001,0.1
116847.0,133.941,0.261,217613,170.138,0.0654
192471.0,202.015,0.127,222000,102.678,0.0299
189428.0,160.94,0.191,174853,150.06799999999998,0.081
186867.0,82.021,0.0516,214307,144.91299999999998,0.0425
193840.0,137.875,0.16699999999999998,190947,82.014,0.0618
205463.0,172.065,0.052000000000000005,187157,104.04700000000001,0.0323
201788.0,146.16299999999998,0.15,283295,135.655,0.077
154024.0,127.05,0.42100000000000004,247555,119.726,0.105
238173.0,118.15899999999999,0.0473,192922,103.48100000000001,0.0281
213307.0,157.97,0.0309,279333,92.00399999999999,0.0455
187000.0,180.166,0.0472,207966,169.865,0.10099999999999999
228640.0,135.115,0.0989,242000,134.15,0.0273
268434.0,115.007,0.0516,201000,91.92,0.0491
185093.0,129.989,0.0776,204770,130.02200000000002,0.0883
178480.0,98.994,0.147,207107,123.921,0.0591
222013.0,159.965,0.0991,209980,110.052,0.0896
131756.0,134.55,0.20199999999999999,330772,121.836,0.0342
200890.0,133.99200000000002,0.081,209274,88.964,0.0261
190440.0,169.99900000000002,0.0917,186080,98.04,0.0706
240051.0,159.966,0.0457,221560,96.014,0.0413
196747.0,86.016,0.0281,125667,96.529,0.0326
193143.0,120.046,0.332,262600,177.007,0.105
182000.0,75.029,0.303,253342,118.58200000000001,0.0368
171573.0,87.045,0.0366,232907,100.008,0.0372
241440.0,112.34700000000001,0.157,190120,120.927,0.0609
197573.0,135.984,0.126,202547,136.94899999999998,0.0421
216893.0,151.976,0.0774,244747,107.014,0.0873
267107.0,137.998,0.0719,199120,94.021,0.0419
208880.0,83.3,0.37200000000000005,228600,105.03,0.0366
271467.0,103.777,0.0306,211467,85.04299999999999,0.059000000000000004
216533.0,96.00200000000001,0.0362,214802,110.03,0.0354
203881.0,158.89600000000002,0.375,224280,90.955,0.0259
222947.0,134.97899999999998,0.0703,226743,127.023,0.0587
195257.0,129.93,0.31,207960,103.04,0.0519
202920.0,119.964,0.0376,133867,115.006,0.0415
192840.0,96.02799999999999,0.0527,331480,109.919,0.172
200322.0,127.87700000000001,0.0398,195920,175.97099999999998,0.0764
182493.0,97.155,0.0281,171840,147.983,0.0718
226747.0,140.024,0.0447,207520,149.999,0.0437
181900.0,98.039,0.034,226743,127.023,0.0587
189253.0,123.936,0.0588,67580,99.806,0.0556
201609.0,95.11,0.285,221107,89.749,0.0442
194427.0,127.98100000000001,0.0347,209274,88.964,0.0261
193227.0,93.98899999999999,0.0593,237333,115.09200000000001,0.038
169354.0,150.07299999999998,0.0318,248413,105.177,0.0267
189173.0,99.895,0.13699999999999998,189280,94.02600000000001,0.145
227333.0,133.96200000000002,0.0353,233713,95.977,0.0802
181040.0,137.958,0.0588,261154,135.007,0.0989
157067.0,136.041,0.102,227427,86.01299999999999,0.0834
158332.0,97.075,0.18899999999999997,166446,123.98100000000001,0.0542
156347.0,99.961,0.0439,176708,72.09899999999999,0.0442
260773.0,177.91299999999998,0.0703,194711,124.90899999999999,0.0932
222374.0,97.022,0.217,170852,89.936,0.207
192053.0,153.83100000000002,0.0373,239751,93.311,0.16899999999999998
183428.0,91.863,0.0833,216931,103.04299999999999,0.032
177391.0,88.038,0.0445,196121,121.096,0.051
234347.0,149.959,0.0289,193604,115.09200000000001,0.0638
168960.0,113.0,0.0308,246320,96.814,0.0492
217776.0,74.949,0.136,234347,149.959,0.0289
233613.0,129.939,0.0381,229426,129.565,0.0497
245387.0,140.055,0.39799999999999996,179172,99.939,0.106
177864.0,100.01700000000001,0.564,203569,170.16299999999998,0.0402
172253.0,96.016,0.0281,206533,93.057,0.0999
209438.0,98.027,0.0924,280533,139.97899999999998,0.0269
198440.0,140.975,0.0486,165907,104.95700000000001,0.0331
221543.0,118.02799999999999,0.24100000000000002,101790,95.162,0.0513
158027.0,95.266,0.36200000000000004,181279,118.384,0.0296
189977.0,88.932,0.106,196613,117.965,0.0451
145627.0,99.993,0.335,249239,106.04,0.0348
148278.0,85.01799999999999,0.251,235467,94.92200000000001,0.0354
166560.0,168.112,0.467,207133,163.96,0.115
150333.0,84.259,0.0317,197933,119.94200000000001,0.0446
248431.0,77.557,0.0807,211507,160.024,0.196
160720.0,179.985,0.255,212387,130.017,0.0623
243976.0,134.972,0.0666,233627,172.054,0.127
205803.0,140.02200000000002,0.0997,312960,148.173,0.231
229773.0,119.991,0.0965,299366,136.14700000000002,0.0324
205107.0,139.984,0.0396,133155,92.39399999999999,0.0399
163320.0,75.445,0.426,163133,79.907,0.0301
233278.0,79.351,0.395,238733,109.902,0.037000000000000005
180953.0,150.455,0.18600000000000003,230187,123.945,0.0322
186119.0,98.007,0.0388,206533,93.057,0.0999
167107.0,78.969,0.0423,223360,169.926,0.141
240777.0,102.96799999999999,0.0984,208187,160.015,0.136
214851.0,142.97899999999998,0.204,238253,82.98899999999999,0.159
169667.0,107.936,0.0695,236413,135.917,0.0386
162583.0,102.211,0.203,216573,115.34700000000001,0.0377
236571.0,140.042,0.501,169587,171.479,0.128
200379.0,144.892,0.040999999999999995,212773,89.36200000000001,0.0369
189052.0,131.974,0.237,148360,115.03,0.156
157202.0,100.001,0.0715,354320,71.105,0.0499
233654.0,148.05100000000002,0.0335,142480,203.231,0.40399999999999997
179889.0,100.029,0.354,217173,104.98899999999999,0.0268
176632.0,120.08,0.42,211933,85.6,0.0404
243725.0,111.554,0.239,258547,146.41,0.0373
219947.0,101.956,0.0442,196953,93.01,0.0366
190067.0,79.635,0.0685,63707,81.57,0.721
231999.0,146.11,0.0734,294187,108.992,0.0632
190800.0,123.911,0.0602,267750,80.087,0.0703
228267.0,103.95200000000001,0.0324,192600,146.972,0.258
173325.0,158.08700000000002,0.114,227907,87.98100000000001,0.563
186800.0,77.0,0.0481,35227,65.859,0.9329999999999999
221379.0,93.132,0.147,281907,134.762,0.032
275276.0,117.988,0.133,370440,141.01,0.0648
173387.0,100.00299999999999,0.0569,221853,153.988,0.12300000000000001
206499.0,67.4,0.0835,199400,96.507,0.0952
245413.0,139.83100000000002,0.39799999999999996,207267,119.944,0.2
287693.0,128.532,0.046,55267,100.725,0.102
177227.0,84.281,0.0528,163093,126.28200000000001,0.0481
200693.0,163.1,0.377,232760,106.93799999999999,0.0672
195320.0,139.566,0.107,233128,88.661,0.275
210253.0,79.568,0.17800000000000002,198280,150.024,0.0449
266087.0,92.016,0.0432,202640,115.009,0.0526
182161.0,109.891,0.0319,198973,95.016,0.0683
199382.0,131.983,0.205,184960,116.008,0.0582
205627.0,118.227,0.48700000000000004,19493,101.59,0.7240000000000001
206598.0,93.029,0.0274,218994,115.975,0.0548
179013.0,77.572,0.0478,238347,179.22400000000002,0.0438
153337.0,76.069,0.28300000000000003,159293,79.77600000000001,0.0374
299227.0,100.995,0.0429,193929,82.006,0.0335
169920.0,94.975,0.0313,268427,125.613,0.0284
211227.0,89.484,0.295,218893,126.01799999999999,0.132
165347.0,91.99,0.0896,192573,130.012,0.254
235284.0,100.016,0.12300000000000001,10760,0.0,0.0
201818.0,175.997,0.0561,199200,114.805,0.0319
190960.0,116.947,0.0287,237307,93.964,0.0287
260640.0,92.932,0.151,173325,158.08700000000002,0.114
171360.0,85.02600000000001,0.0553,189385,130.013,0.0825
114893.0,153.84799999999998,0.0752,256818,78.656,0.0414
190747.0,94.01700000000001,0.272,175240,97.012,0.0417
158707.0,140.08100000000002,0.0324,252613,130.269,0.0357
223523.0,99.991,0.0602,196800,86.01299999999999,0.0593
200594.0,97.984,0.109,177293,62.67100000000001,0.0288
200107.0,97.98100000000001,0.147,189547,151.95600000000002,0.289
206187.0,95.005,0.12,191280,102.727,0.0372
143792.0,133.983,0.305,188160,125.25,0.0381
216002.0,169.915,0.135,195307,144.987,0.0455
181824.0,88.042,0.0451,175573,111.96799999999999,0.121
157493.0,175.813,0.221,162280,105.719,0.0333
195147.0,79.843,0.0446,159400,153.766,0.22899999999999998
250534.0,176.169,0.309,163974,173.89700000000002,0.182
116240.0,148.775,0.191,216333,152.093,0.24600000000000002
193306.0,131.855,0.0283,223240,140.116,0.139
157816.0,160.05100000000002,0.149,226907,83.801,0.315
217653.0,104.00299999999999,0.0289,231107,181.93099999999998,0.0298
184280.0,126.803,0.0334,205120,115.928,0.0568
228186.0,135.97899999999998,0.168,222493,191.933,0.45299999999999996
175595.0,148.095,0.0455,195720,170.54,0.74
247427.0,124.102,0.0524,202347,105.993,0.051
287773.0,175.988,0.19699999999999998,189440,104.959,0.0584
137195.0,97.954,0.0305,159573,145.947,0.36200000000000004
183000.0,94.01,0.0722,158480,96.029,0.0694
191018.0,137.995,0.034,250840,87.866,0.0714
192540.0,130.028,0.41600000000000004,205120,184.329,0.19899999999999998
219507.0,164.11900000000003,0.298,249253,81.016,0.0898
163805.0,113.77799999999999,0.0566,185040,104.666,0.0777
174853.0,150.06799999999998,0.081,189440,104.959,0.0584
202205.0,110.56700000000001,0.0925,189507,110.963,0.0395
126446.0,105.038,0.258,193947,98.89200000000001,0.0371
142417.0,108.00299999999999,0.366,274294,97.976,0.0272
301714.0,105.027,0.0882,205920,121.993,0.0594
161747.0,151.95600000000002,0.0495,227387,114.045,0.0397
211240.0,124.344,0.0401,197547,145.031,0.0558
248472.0,119.70299999999999,0.23,196360,110.021,0.0528
160627.0,129.972,0.0845,235747,92.038,0.0361
186223.0,75.025,0.0507,37640,168.685,0.0497
309120.0,91.973,0.0741,189653,211.97400000000002,0.368
207933.0,144.011,0.0625,272417,176.38400000000001,0.21
202040.0,138.672,0.369,184960,76.062,0.146
202853.0,100.531,0.0402,322027,100.355,0.0353
272069.0,105.742,0.374,206320,115.02600000000001,0.0431
174100.0,99.978,0.0633,183750,127.95,0.0477
180435.0,97.008,0.0735,195000,93.958,0.0414
222347.0,92.603,0.253,191114,100.007,0.0487
199413.0,95.001,0.0251,198947,95.031,0.12300000000000001
204467.0,97.986,0.0824,239836,83.90299999999999,0.2
221307.0,68.53399999999999,0.0919,194627,122.992,0.10400000000000001
186107.0,190.097,0.461,206459,101.993,0.0438
170640.0,92.875,0.519,202500,127.978,0.0377
178427.0,169.99400000000003,0.157,181733,171.801,0.156
199427.0,98.985,0.155,181573,201.8,0.35600000000000004
222400.0,103.979,0.0497,203392,163.805,0.0621
234147.0,150.088,0.0736,178080,94.0,0.27899999999999997
159736.0,95.98200000000001,0.0875,224061,114.098,0.0864
214035.0,171.016,0.41,156006,100.053,0.0412
287267.0,102.012,0.0827,123560,139.952,0.0816
189397.0,173.702,0.24100000000000002,250320,168.269,0.28600000000000003
190240.0,157.925,0.05,212027,110.977,0.0465
201587.0,207.476,0.0641,201200,105.027,0.374
193837.0,170.918,0.0984,164147,121.98299999999999,0.0776
198533.0,94.071,0.0629,200600,87.963,0.0554
224000.0,120.1,0.247,169397,119.921,0.0379
202193.0,144.97899999999998,0.0519,148673,130.072,0.083
194440.0,77.566,0.08199999999999999,223587,93.021,0.0386
210373.0,140.032,0.0355,204853,130.029,0.0539
223293.0,111.01100000000001,0.0344,217867,143.929,0.0313
200307.0,79.97,0.239,213707,158.657,0.165
204720.0,113.95,0.0379,186120,184.111,0.0581
189323.0,180.051,0.34299999999999997,116667,119.266,0.0641
143227.0,115.91799999999999,0.0614,177067,103.012,0.0316
293453.0,149.983,0.0563,190245,110.081,0.0403
186240.0,75.991,0.0348,277080,120.005,0.0564
150440.0,70.008,0.0401,225920,139.981,0.0362
255000.0,97.001,0.31,165840,89.0,0.0815
157693.0,92.506,0.0579,169038,122.061,0.0479
206293.0,155.963,0.0614,274093,101.05,0.0258
215280.0,120.042,0.0395,181263,140.02200000000002,0.27
172800.0,100.024,0.242,197573,135.984,0.126
189486.0,91.01899999999999,0.0546,187333,172.06900000000002,0.102
229573.0,139.91899999999998,0.0502,249600,155.036,0.0641
196760.0,76.388,0.21,198320,90.98,0.077
148759.0,175.041,0.401,222347,92.603,0.253
176640.0,94.999,0.353,242573,176.08900000000003,0.317
150867.0,132.113,0.0439,175827,106.03200000000001,0.0466
190067.0,102.861,0.0448,277107,79.31,0.213
207039.0,98.016,0.0456,185866,154.99200000000002,0.37799999999999995
232733.0,82.43,0.0795,199240,129.664,0.0461
225253.0,77.9,0.0323,207320,106.96600000000001,0.0658
245267.0,145.01,0.0441,202333,169.977,0.141
181806.0,92.04299999999999,0.0747,213707,158.657,0.165
218320.0,112.93,0.109,273013,115.973,0.0459
173043.0,137.984,0.0532,195747,167.81099999999998,0.0817
190640.0,93.869,0.11,218827,103.053,0.0949
185866.0,154.99200000000002,0.37799999999999995,270400,139.99,0.0388
202587.0,138.165,0.0411,198533,94.071,0.0629
163121.0,142.069,0.172,171360,85.02600000000001,0.0553
180467.0,113.994,0.0327,206459,101.993,0.0438
270741.0,80.002,0.0735,150440,70.008,0.0401
221173.0,159.0,0.092,181844,90.036,0.0395
123560.0,139.952,0.0816,209893,85.33200000000001,0.042
185195.0,192.09099999999998,0.218,193176,99.98899999999999,0.0394
219742.0,129.69799999999998,0.0588,213333,149.967,0.0554
197293.0,77.00399999999999,0.0347,303587,127.67,0.0343
175721.0,76.469,0.0317,191248,108.17,0.0432
167693.0,89.991,0.0259,198227,150.047,0.188
217659.0,94.971,0.431,183661,170.162,0.0552
159715.0,126.77,0.36700000000000005,235800,95.84200000000001,0.0553
144935.0,154.187,0.307,214851,142.97899999999998,0.204
148630.0,154.904,0.33299999999999996,187753,114.708,0.0727
172227.0,101.939,0.0327,254166,126.06,0.0332
143958.0,120.111,0.317,171726,82.368,0.0939
181013.0,152.001,0.154,178958,134.236,0.0585
226321.0,97.551,0.425,234147,150.088,0.0736
171980.0,102.03299999999999,0.29600000000000004,180953,150.455,0.18600000000000003
128414.0,164.91,0.44,168840,185.044,0.37200000000000005
215327.0,154.04,0.441,196077,82.64200000000001,0.0972
181933.0,76.04,0.0489,173202,62.446000000000005,0.315
181437.0,170.00599999999997,0.228,193143,120.046,0.332
209110.0,95.075,0.0265,156371,120.02,0.0585
225924.0,149.986,0.374,242652,79.764,0.045
158805.0,109.03399999999999,0.0304,173325,158.08700000000002,0.114
163931.0,82.155,0.20600000000000002,239836,83.90299999999999,0.2
242573.0,176.08900000000003,0.317,204467,97.986,0.0824
179973.0,104.04899999999999,0.153,189733,138.059,0.21600000000000003
136366.0,160.004,0.341,243267,81.657,0.0318
174333.0,89.921,0.256,207760,91.046,0.184
268893.0,122.98100000000001,0.16699999999999998,197093,101.008,0.0478
,,,200733,88.01100000000001,0.21899999999999997
,,,204507,91.41799999999999,0.0853
,,,212307,97.995,0.27
,,,190293,170.125,0.159
,,,199173,103.646,0.0783
,,,231653,164.047,0.0548
